CustomerID,CustomerName,Age,Gender,AnnualIncome_INR,IncomeCurrency,SpendingScore_1_100,MembershipTier,JoinDate,LastPurchaseDate,VisitFrequency,AvgBasketValue_INR,TotalPurchases,OnlinePurchases,StorePurchases,PreferredCategory,City,Country,EmailProvider,DeviceType,PaymentMethod,LoyaltyPoints,SatisfactionRating_1_5,CouponUsed,ChurnNextMonth
CUST100470,Aarav Sharma,17,MALE,565340,INR,89,Gold,,,monthly,884.15,0,0,0,Grocery,AHMEDABAD,INDIA,outlook.com,iOS,Credit Card,718,0,no,0
CUST100471,Ishaan Singh,46,male,1624964.875,INR,61,Gold,11-06-2025,,Monthly,5899.62625,-3,0,3,ELECTRONICS,lucknow,india,yahoo.com,Web,UPI,0,2,No,0
CUST100472,Ira Verma,51,MALE,1109539,INR,43,Platinum,25-09-2021,,Rarely,1325.95,3,1,2,fashion,ahmedabad,India,yahoo.com,Web,CREDIT CARD,902,3,no,0
CUST100473,Sara Das,33,Female,1058531,USD,15,Gold,,,Monthly,735.53,28,25,4,Food Court,pune,India,outlook.com,android,upi,520,1,Yes,0
CUST100474,Pooja Nair,28,Female,658342,INR,67,Silver,,01-11-2023,Rarely,1193.64,4,3,2,Home Decor,PUNE,INDIA,yahoo.com,Android,UPI,1292,3,Yes,0
CUST100475,Aarav Chopra,39,Male,1112205,INR,54,Basic,25-07-2023,,Monthly,2427.16,17,13,4,Food Court,Lucknow,India,gmail.com,iOS,upi,0,5,Yes,0
CUST100476,Arjun Reddy,56,FEMALE,854478,INR,19,Platinum,,,weekly,5800.6,2,0,2,GROCERY,chenai,India,yahoo.com,IOS,Debit Card,677,3,Yes,1
CUST100477,Ira Kumar,19,Female,315573,INR,52,Platinum,,,weekly,4787.89,1,0,1,Books,delhi,India,rediffmail.com,iOS,UPI,2031,2,no,1
CUST100479,Arjun Mehta,30,Male,202852,INR,16,basic,,,Weekly,1765.68,7,6,0,Kids,ahmedabad,india,GMAIL.COM,Mobile,Credit Card,1015,4,Yes,0
CUST100480,Kiara Verma,23,male,384942,INR,11,Gold,,,Monthly,892.52,-3,8,22,home decor,lucknow,India,yahoo.com,iOS,Credit Card,1986,3,Yes,0
CUST100481,Aditya Gupta,21,male,469830,INR,50,Gold,22-07-2022,,Monthly,3315.95,28,14,14,Gaming,Bengaluru,INDIA,company.com,Web,Credit Card,2204,2,No,0
CUST100482,Pooja Reddy,44,MALE,651168,INR,69,Gold,,,RARELY,473.38,43,2,29.5,sports,JAIPUR,India,yahoo.com,iOS,Cash,399,2,no,0
CUST100483,Riya Sinha,17,male,769853,INR,48,Basic,,,Monthly,4409.07,13,0,13,Grocery,CHENNAI,India,yahoo.com,Android,Debit Card,1500,2,Yes,0
CUST100484,Myra Rao,39,Male,535059,INR,51,Gold,13-03-2022,26-08-2024,RARELY,330.01,18,12,6,food court,jaipur,India,outlook.com,iOS,upi,1199,4,No,0
CUST100485,Ayaan Reddy,50,female,1088769,INR,29,Gold,,27-02-2024,Weekly,3277.11,55,26,4,Kids,Kolkata,india,rediffmail.com,android,Cash,1136,1,Yes,0
CUST100486,Vihaan Singh,19,female,371115,INR,36,Gold,15-11-2021,,Monthly,1157.38,38,10,29,books,Chennai,IN,gmail.com,Mobile,Debit Card,2269,1,No,0
CUST100487,Aarav Gupta,31,Other,548024,INR,72,Gold,21-02-2022,,Daily,1666.06,11,0,10,Books,MUMBAI,IN,gmail.com,Web,Debit Card,1356,1,No,0
CUST100488,Kiara Singh,46,female,871025,INR,28,PLATINUM,22-01-2021,23-04-2022,Daily,1559.89,32,26,2,Gaming,KOLKATA,India,gmail.com,IOS,upi,1451,4,Yes,0
CUST100489,Neha Khan,27,FEMALE,347076,INR,46,PLATINUM,14-02-2022,,Weekly,2104.82,4,0,3,GROCERY,Kolkata,india,outlook.com,Web,Credit Card,1009,3,No,0
CUST100490,Vivaan Verma,36,Female,616467,INR,78,PLATINUM,27-05-2024,,Monthly,2636.45,55,0,1,ELECTRONICS,Mumbai,INDIA,rediffmail.com,IOS,UPI,2593,5,yes,0
CUST100491,Sara Iyer,38,FEMALE,646986,INR,75,Silver,,,weekly,1312.62,0,0,1,beauty,PUNE,India,outlook.com,web,upi,1980,2,yes,0
CUST100492,Reyansh Sinha,16,female,868593,INR,75,Gold,08-04-2021,,Rarely,1441.94,3,2,1,Grocery,Delhi,india,gmail.com,Desktop,Credit Card,2117,2,yes,0
CUST100493,Vivaan Kumar,40,female,959490,INR,79,Basic,,31-10-2022,Daily,871.73,0,0,0,GROCERY,Hyderabad,India,gmail.com,IOS,upi,1557,1,no,0
CUST100494,Vihaan Singh,42,Male,179086,USD,77,PLATINUM,,,monthly,1210.32,9,1,9,home decor,LUCKNOW,INDIA,yahoo.com,Android,CREDIT CARD,2277,5,Yes,0
CUST100495,Kiara Mishra,24,Male,1156186,INR,32,Basic,,29-11-2022,Rarely,5899.62625,1,0,2,kids,PUNE,INDIA,GMAIL.COM,Android,Cash,749,5,Yes,1
CUST100496,Saanvi Kapoor,25,Female,1100347,INR,50,silver,12-04-2021,,monthly,831.12,2,1,0,Kids,Bengaluru,India,gmail.com,IOS,upi,2227,3,Yes,1
CUST100497,Pooja Khan,20,Male,453535,INR,24,basic,,,monthly,1344.18,3,1,3,Grocery,ahmedabad,india,rediffmail.com,Mobile,Debit Card,1125,3,yes,1
CUST100498,Reyansh Mehta,20,MALE,120000,INR,42,Silver,,,RARELY,1084.4,8,6,3,ELECTRONICS,mumbai,India,GMAIL.COM,Web,UPI,766,3,yes,0
CUST100499,Ishaan Rao,33,Male,611099,INR,80,Basic,15-01-2022,,Monthly,2159.93,12,4,1,Beauty,Kolkata,INDIA,company.com,Mobile,UPI,900,2,Yes,0
CUST100500,Ishaan Singh,39,MALE,569806,INR,57,Gold,30-06-2023,22-10-2025,RARELY,921.09,15,3,12,Home Decor,Bengaluru,IN,outlook.com,Mobile,Credit Card,1165,5,No,0
CUST100501,Pooja Mehta,22,male,996730,USD,58,Platinum,28-11-2022,,weekly,3828.15,6,3,2,BOOKS,chenai,IN,GMAIL.COM,Mobile,UPI,1594,1,yes,0
CUST100502,Ayaan Khan,33,male,554620,INR,73,Silver,,,monthly,905.84,0,0,0,Food Court,jaipur,India,GMAIL.COM,Desktop,UPI,1830,3,Yes,0
CUST100503,Saanvi Reddy,33,female,249900,INR,36,basic,,,Daily,2477.14,5,2,4,Gaming,Kolkata,India,GMAIL.COM,web,UPI,832,1,yes,0
CUST100504,Amit Gupta,40,Male,557917,INR,16,basic,,16-01-2025,Monthly,2899.13,0,0,0,Fashion,jaipur,IN,gmail.com,IOS,CREDIT CARD,1906,1,Yes,1
CUST100505,Vivaan Patel,35,Male,651168,INR,22,Gold,,10-08-2025,Monthly,5780.28,6,4,3,Grocery,Jaipur,India,outlook.com,IOS,Credit Card,911,4,No,0
CUST100506,Ishaan Sharma,23,female,1442671,INR,38,Gold,13-01-2021,,Daily,1651.31,38,7,29.5,Grocery,jaipur,INDIA,yahoo.com,web,upi,1480,1,No,1
CUST100507,Pooja Reddy,47,MALE,1177294,INR,54,silver,,,RARELY,5899.62625,12,9,3,Electronics,pune,India,gmail.com,Android,Cash,693,3,yes,0
CUST100508,Aadhya Singh,19,Male,453647,INR,39,Gold,,,weekly,1867.5,10,0,9,Electronics,BENGALURU,India,GMAIL.COM,iOS,Credit Card,1486,5,Yes,1
CUST100509,Aditya Gupta,27,Male,1172448,INR,22,silver,25-07-2024,20-01-2025,RARELY,2419,28,11,17,electronics,Lucknow,India,gmail.com,android,CREDIT CARD,831,2,No,0
CUST100510,Saanvi Patel,26,male,1440884,INR,74,basic,,23-11-2025,weekly,1074.17,15,6,8,Home Decor,MUMBAI,IN,GMAIL.COM,IOS,upi,2498,4,Yes,0
CUST100511,Sara Singh,21,Male,665238,USD,62,PLATINUM,08-05-2025,,Rarely,1427.14,9,8,1,Gaming,Lucknow,INDIA,gmail.com,Desktop,Debit Card,1597,1,Yes,0
CUST100512,Saanvi Nair,31,MALE,458022,INR,1,Gold,,,weekly,1665.49,14,6,9,Grocery,Jaipur,India,GMAIL.COM,IOS,UPI,1446,2,No,0
CUST100513,Sai Singh,39,male,1005335,INR,49,GOLD,,,Monthly,3560.04,28,20,8,Electronics,ahmedabad,INDIA,hotmail.com,web,Cash,673,5,Yes,1
CUST100514,Arjun Das,26,FEMALE,200158,INR,81,silver,,,RARELY,5899.62625,17,2,14,sports,Kolkata,India,outlook.com,web,Cash,909,5,no,0
CUST100515,Ishaan Das,28,Male,593416,USD,38,silver,08-05-2021,,Monthly,1532.17,-3,7,4,Sports,Ahmedabad,IN,gmail.com,Desktop,Debit Card,755,5,yes,0
CUST100516,Aadhya Mehta,33,female,914848,INR,60,Gold,03-07-2022,28-06-2023,Weekly,1940.79,27,17,10,Gaming,BENGALURU,India,company.com,Mobile,UPI,323,5,No,0
CUST100517,Ira Sharma,34,Other,651168,INR,96,Platinum,20-04-2024,16-05-2025,RARELY,2111.94,2,0,1,beauty,lucknow,IN,hotmail.com,android,Cash,508,3,No,0
CUST100518,Reyansh Singh,33,Female,1250507,USD,28,Gold,24-05-2024,,Monthly,1741.85,0,0,1,kids,Delhi,india,outlook.com,Desktop,Cash,1184,3,No,1
CUST100519,Meera Khan,46,MALE,1535948,INR,75,silver,,,Rarely,2787.63,0,0,1,Beauty,Bengaluru,IN,outlook.com,android,upi,2149,2,No,0
CUST100520,Ira Kumar,42,MALE,373140,INR,51,Gold,23-07-2025,,Monthly,1841.7,11,6,6,Electronics,HYDERABAD,India,gmail.com,Web,upi,1525,4,Yes,0
CUST100521,Ishaan Das,38,MALE,803857,INR,67,Silver,30-03-2021,,weekly,2528.86,35,20,15,Kids,chenai,India,rediffmail.com,web,upi,1385,5,yes,0
CUST100522,Myra Sharma,33,MALE,980290,INR,74,Gold,03-12-2024,,RARELY,2108.55,20,2,19,fashion,Pune,India,gmail.com,iOS,Credit Card,549,5,Yes,0
CUST100523,Amit Rao,16,female,541038,INR,73,Gold,,,monthly,1281.33,15,5,10,Gaming,BENGALURU,India,GMAIL.COM,Desktop,Cash,541,3,Yes,0
CUST100524,Riya Iyer,3.5,MALE,692240,INR,41,Platinum,,,Monthly,1327.46,19,8,10,SPORTS,Bengaluru,INDIA,rediffmail.com,IOS,Wallet,882,2,no,1
CUST100525,Pooja Gupta,25,Female,1298210,INR,88,Platinum,,23-06-2026,Rarely,690.79,16,2,14,FASHION,Mumbai,India,company.com,web,upi,1196,5,No,0
CUST100526,Aadhya Sharma,33,Male,798179,INR,75,Silver,,,Weekly,1427.49,10,6,3,books,Pune,India,gmail.com,IOS,Debit Card,841,4,No,1
CUST100527,Krishna Mishra,21,MALE,531171,INR,24,Gold,03-11-2023,,Rarely,1560.75,5,3,3,SPORTS,Hyderabad,India,hotmail.com,Mobile,upi,1086,4,no,0
CUST100528,Neha Kapoor,27,MALE,939238,INR,49,Gold,20-10-2021,,RARELY,3885.01,24,21,3,BOOKS,LUCKNOW,India,gmail.com,iOS,Debit Card,1193,1,yes,0
CUST100529,Myra Chopra,38,Female,781513,INR,65,Gold,09-03-2025,,Monthly,877.81,50,15,29.5,home decor,Mumbai,india,company.com,IOS,Wallet,1066,5,yes,0
CUST100530,Priya Chopra,30,FEMALE,680679,INR,19,GOLD,,,Rarely,4127.12,3,2,1,beauty,CHENNAI,india,company.com,web,Credit Card,723,7,no,1
CUST100531,Sara Kapoor,33,Other,672388,INR,78,Silver,27-05-2021,,Monthly,1353.52,9,4,5,Sports,Mumbai,IN,gmail.com,android,CREDIT CARD,-50,5,No,0
CUST100532,Riya Sinha,17,MALE,969032,INR,32,GOLD,,,Weekly,3440.42,3,2,1,FASHION,PUNE,IN,GMAIL.COM,IOS,UPI,1146,4,No,1
CUST100533,Aditya Verma,23,Female,1624964.875,INR,59,Platinum,,,RARELY,2170.77,55,26,2,Grocery,HYDERABAD,india,outlook.com,Android,Cash,1080,5,Yes,0
CUST100534,Sara Sharma,49,Male,613244,INR,12,Silver,,,Monthly,4266.98,2,0,3,HOME DECOR,AHMEDABAD,IN,company.com,IOS,upi,168,2,No,1
CUST100535,Arjun Rao,34,Female,361972,INR,56,basic,15-04-2025,31-05-2025,weekly,2574.98,55,26,5,Gaming,Ahmedabad,INDIA,hotmail.com,Mobile,UPI,1082,5,Yes,1
CUST100536,Meera Patel,32,female,1119335,INR,41,Silver,09-06-2025,,Weekly,2384.97,29,26,1,Kids,Chennai,IN,gmail.com,android,upi,475,2,No,0
CUST100537,Myra Reddy,34,MALE,636152,INR,59,basic,,,Monthly,2577.03,9,0,8,Electronics,Kolkata,INDIA,rediffmail.com,IOS,Cash,1260,2,Yes,0
CUST100538,Ananya Khan,31,Female,1624964.875,INR,36,GOLD,13-11-2023,02-08-2025,Monthly,1546.54,0,0,0,BOOKS,jaipur,India,gmail.com,Mobile,Cash,752,1,No,0
CUST100539,Rahul Das,33,Female,1401799,INR,73,silver,,,Monthly,780.4,55,26,14,Home Decor,PUNE,India,GMAIL.COM,Android,Cash,604,4,Yes,0
CUST100540,Rahul Gupta,24,male,385230,INR,48,Basic,,,Weekly,1000.75,12,7,4,Books,Kolkata,india,GMAIL.COM,IOS,Cash,1613,1,no,0
CUST100543,Vihaan Kapoor,47,Male,1336795,USD,50,Platinum,,,monthly,2239.77,0,0,1,gaming,ahmedabad,India,rediffmail.com,web,upi,1780,3,Yes,1
CUST100544,Aditya Mehta,27,Female,634847,INR,54,PLATINUM,,,Daily,3249.95,16,0,16,Books,mumbai,India,hotmail.com,Web,upi,1485,3,No,0
CUST100545,Aditya Patel,21,female,735669,USD,61,basic,22-06-2023,,Weekly,2090.76,37,0,29.5,Fashion,LUCKNOW,India,yahoo.com,IOS,Credit Card,1468,0,No,0
CUST100546,Saanvi Mishra,32,Male,779438,INR,43,GOLD,,31-01-2026,Daily,806.17,-3,0,0,ELECTRONICS,KOLKATA,India,yahoo.com,iOS,Wallet,1825,1,Yes,1
CUST100547,Pooja Reddy,28,MALE,651168,INR,56,Basic,,16-11-2025,Rarely,1581.14,2,0,3,Food Court,Kolkata,INDIA,outlook.com,web,Debit Card,1805,2,No,0
CUST100548,Sara Rao,33,Female,906396,USD,53,Basic,,,weekly,1150.25,9,2,7,BOOKS,BENGALURU,INDIA,gmail.com,Desktop,Credit Card,2428,1,no,1
CUST100549,Sara Khan,45,MALE,1280065,INR,52,Basic,,,RARELY,1441.1,12,10,2,BEAUTY,Kolkata,India,gmail.com,web,Cash,1919,3,yes,0
CUST100175,Rahul Iyer,52,MALE,1624964.875,INR,50,Silver,,,Monthly,1946.17,18,15,4,fashion,Chennai,India,gmail.com,iOS,Credit Card,1427,5,No,0
CUST100551,Pooja Das,32,MALE,651168,USD,46,PLATINUM,15-07-2021,,weekly,5899.62625,2,0,2,Electronics,NEW DELHI,IN,GMAIL.COM,web,CREDIT CARD,1424,1,No,0
CUST100552,Myra Kumar,38,Female,1624964.875,INR,62,Gold,,,Daily,-250,33,2,29.5,food court,lucknow,India,gmail.com,iOS,Cash,742,2,Yes,0
CUST100553,Vivaan Das,39,Male,561099,INR,100,Silver,,,Monthly,359.19,55,15,29.5,Beauty,Pune,IN,gmail.com,Android,Credit Card,1752,5,No,0
CUST100554,Vihaan Nair,40,FEMALE,519789,INR,62,Gold,22-05-2023,,Weekly,1129.85,24,7,17,GROCERY,delhi,IN,gmail.com,Web,upi,1930,2,No,0
CUST100555,Ishaan Gupta,38,MALE,804303,INR,61,Gold,,,Monthly,4399.88,2,0,1,FASHION,Pune,india,hotmail.com,web,UPI,962,5,No,0
CUST100556,Aadhya Verma,30,MALE,544442,USD,47,Basic,14-05-2021,,Daily,662.49,7,5,3,HOME DECOR,MUMBAI,IN,yahoo.com,Mobile,Debit Card,1526,1,no,1
CUST100557,Diya Gupta,31,Female,468662,INR,57,Silver,11-01-2021,,Monthly,2681.6,35,9,27,electronics,Chennai,India,GMAIL.COM,Mobile,upi,1864,2,No,0
CUST100558,Vihaan Verma,34,male,713679,INR,61,Silver,,,Rarely,1469.53,1,0,1,Food Court,Chennai,India,gmail.com,iOS,UPI,2552,1,Yes,1
CUST100559,Aadhya Kapoor,48,Female,516272,INR,36,Platinum,20-08-2023,,Daily,3810.72,36,4,29.5,Gaming,PUNE,INDIA,rediffmail.com,Android,upi,0,4,Yes,0
CUST100560,Pooja Mehta,34,FEMALE,736970,INR,37,Gold,,,Weekly,2269.76,15,11,5,Beauty,Chennai,IN,gmail.com,iOS,Wallet,1054,4,No,0
CUST100561,Aadhya Singh,24,Female,659222,INR,79,GOLD,,,Rarely,1235.76,17,2,16,Beauty,mumbai,India,gmail.com,web,Credit Card,1381,2,yes,0
CUST100562,Kiara Mishra,46,Male,336376,INR,45,Gold,,,Rarely,3067.09,3,1,2,Fashion,hyderabad,INDIA,outlook.com,Web,UPI,1466,2,Yes,0
CUST100563,Reyansh Verma,40,Female,208143,USD,48,Gold,,15-10-2021,Weekly,854.01,41,15,26,Grocery,jaipur,India,outlook.com,web,CREDIT CARD,356,1,No,1
CUST100564,Aadhya Sharma,42,Female,430128,INR,28,Gold,,24-10-2025,Monthly,3203.95,8,7,1,Food Court,Chennai,India,company.com,Mobile,CREDIT CARD,1238,4,yes,0
CUST100565,Rahul Sinha,40,MALE,498900,INR,59,GOLD,20-08-2024,,Monthly,2651.45,2,1,1,Sports,chenai,india,outlook.com,iOS,Debit Card,389,4,Yes,0
CUST100566,Neha Mehta,35,Other,809558,INR,45,Silver,,20-01-2025,RARELY,3215.85,33,20,13,beauty,pune,India,gmail.com,android,upi,1203,2,No,1
CUST100567,Krishna Chopra,32,MALE,551903,INR,50,Gold,08-07-2025,19-09-2025,Monthly,3838.44,8,1,8,gaming,pune,india,yahoo.com,Android,Wallet,936,3,No,1
CUST100568,Meera Kumar,25,Male,1395660,INR,94,GOLD,06-05-2023,,Daily,5899.62625,2,1,2,food court,Hyderabad,IN,gmail.com,Android,Wallet,643,3,No,0
CUST100569,Aditya Joshi,12,female,270365,INR,65,basic,,,Daily,1814.65,19,8,11,FOOD COURT,lucknow,IN,hotmail.com,Android,Credit Card,683,2,yes,0
CUST100570,Ishaan Mishra,3.5,MALE,821749,INR,83,Platinum,17-05-2023,,Monthly,-250,26,22,4,Home Decor,Mumbai,INDIA,outlook.com,IOS,upi,2922.125,4,yes,1
CUST100571,Rahul Kumar,43,Other,1105927,INR,45,Basic,,,RARELY,1902.37,7,6,0,Books,Lucknow,India,gmail.com,iOS,CREDIT CARD,669,5,No,0
CUST100572,Diya Chopra,48,FEMALE,590032,INR,49,Platinum,,,RARELY,2527.67,55,26,23,Grocery,PUNE,India,gmail.com,IOS,Cash,1146,5,Yes,0
CUST100573,Ira Sinha,43,MALE,373535,INR,63,Silver,,,Monthly,2307.39,5,4,1,GROCERY,jaipur,india,hotmail.com,Web,Credit Card,1731,1,Yes,0
CUST100574,Rahul Rao,33,Male,1031927,INR,42,Silver,30-01-2023,,Weekly,282.94,29,20,9,Sports,KOLKATA,IN,yahoo.com,iOS,upi,2046,5,Yes,0
CUST100575,Priya Sinha,19,Female,651168,INR,14,Gold,,,Monthly,3074.75,10,0,9,Beauty,AHMEDABAD,india,gmail.com,Desktop,upi,1257,1,Yes,0
CUST100576,Sara Reddy,13,Female,559428,INR,52,basic,,27-01-2024,Weekly,874.23,20,13,7,fashion,Pune,India,yahoo.com,Android,Credit Card,1547,3,No,0
CUST100577,Neha Chopra,31,Female,311213,INR,57,PLATINUM,,,Rarely,5899.62625,22,14,9,FOOD COURT,Mumbai,INDIA,yahoo.com,Mobile,Debit Card,507,5,Yes,0
CUST100578,Reyansh Singh,63.5,male,325007,INR,38,PLATINUM,,30-06-2023,Weekly,2448.7,39,26,5,Grocery,chenai,India,hotmail.com,android,upi,1077,5,no,0
CUST100579,Pooja Gupta,21,MALE,962597,INR,78,Gold,,,Weekly,2294.33,42,2,29.5,HOME DECOR,Delhi,IN,rediffmail.com,iOS,Cash,377,2,yes,0
CUST100581,Meera Nair,32,Male,645167,USD,45,Gold,,,RARELY,1544.62,19,10,9,BOOKS,Ahmedabad,India,gmail.com,Android,Credit Card,1478,2,yes,0
CUST100582,Reyansh Patel,44,MALE,696607,INR,36,Gold,,,Monthly,1536.77,2,0,3,beauty,Chennai,India,gmail.com,Mobile,Credit Card,682,4,yes,0
CUST100583,Riya Mehta,30,Male,1127601,INR,54,Silver,07-12-2023,,Daily,2518.7,22,4,18,BOOKS,Pune,INDIA,hotmail.com,android,CREDIT CARD,1143,3,Yes,0
CUST100584,Myra Verma,35,male,648838,INR,69,basic,,26-06-2025,monthly,379.08,42,26,16,Kids,Jaipur,india,GMAIL.COM,IOS,upi,145,1,yes,0
CUST100585,Riya Verma,30,FEMALE,846453,INR,86,Silver,,,Daily,1873.92,12,7,5,Electronics,BENGALURU,India,gmail.com,android,Wallet,1577,4,Yes,0
CUST100586,Ira Sharma,22,Female,260131,INR,49,GOLD,,,monthly,1669.44,13,5,8,Books,Kolkata,INDIA,gmail.com,IOS,upi,339,3,Yes,0
CUST100587,Ira Mishra,40,Male,493505,USD,63,Platinum,,,Weekly,5899.62625,16,12,4,Grocery,JAIPUR,IN,hotmail.com,IOS,Cash,862,2,yes,0
CUST100588,Reyansh Iyer,38,FEMALE,255915,USD,67,Gold,,,Rarely,663.05,17,9,8,fashion,CHENNAI,india,rediffmail.com,Web,CREDIT CARD,43,5,Yes,1
CUST100589,Sai Nair,42,Female,651168,INR,58,Silver,,,Rarely,366.81,17,1,16,grocery,Kolkata,india,yahoo.com,IOS,Debit Card,2070,2,No,0
CUST100590,Neha Nair,25,Other,1068887,INR,62,PLATINUM,,,Weekly,1235.56,3,2,0,Fashion,lucknow,India,outlook.com,Mobile,Credit Card,918,3,No,0
CUST100591,Reyansh Rao,40,FEMALE,651168,USD,56,Gold,17-08-2021,27-12-2023,Rarely,1159.8,16,6,10,Gaming,CHENNAI,India,company.com,IOS,upi,578,5,no,0
CUST100592,Aarav Nair,30,male,560050,INR,53,basic,,12-07-2025,RARELY,3450.62,55,0,29.5,FASHION,Bengaluru,IN,gmail.com,IOS,Credit Card,1285,4,Yes,0
CUST100593,Ayaan Joshi,27,FEMALE,515117,USD,34,Silver,,05-04-2025,RARELY,1990.45,1,0,1,Sports,JAIPUR,INDIA,gmail.com,Android,UPI,1416,4,No,1
CUST100594,Kiara Sinha,54,MALE,288861,USD,100,GOLD,,,Monthly,3300.9,10,4,6,GAMING,BENGALURU,IN,company.com,iOS,Cash,899,3,no,0
CUST100595,Aditya Das,27,MALE,651168,USD,24,PLATINUM,26-08-2025,09-03-2026,Monthly,820.11,4,1,2,Food Court,bengaluru,India,yahoo.com,iOS,Credit Card,1379,1,yes,1
CUST100596,Amit Iyer,39,MALE,802242,INR,42,GOLD,09-01-2024,,Weekly,1127.4,4,2,3,Electronics,Bengaluru,India,outlook.com,Mobile,UPI,1585,2,No,0
CUST100597,Meera Sinha,56,male,985280,INR,73,Gold,,,Monthly,1304.41,10,1,9,BOOKS,Pune,India,company.com,iOS,Credit Card,163,4,yes,0
CUST100598,Amit Mishra,31,Male,1328314,INR,29,silver,,,Monthly,1517.52,1,0,0,Kids,Chennai,India,hotmail.com,IOS,UPI,937,3,No,1
CUST100600,Myra Iyer,47,Other,729755,INR,62,GOLD,,,Rarely,5899.62625,2,1,0,kids,delhi,INDIA,yahoo.com,web,CREDIT CARD,0,4,No,1
CUST100601,Myra Chopra,52,MALE,620335,INR,57,Basic,,,Rarely,2526.8,7,6,0,Beauty,Delhi,IN,outlook.com,iOS,Credit Card,81,4,No,0
CUST100602,Arjun Sharma,33,male,824257,INR,61,Basic,11-02-2025,,weekly,2420.72,34,9,25,Grocery,Hyderabad,india,company.com,Desktop,upi,1550,3,yes,0
CUST100603,Aarav Nair,27,Female,583179,INR,31,Gold,,16-06-2026,Monthly,1087.45,15,1,15,GAMING,Bengaluru,India,outlook.com,android,Credit Card,2537,5,No,0
CUST100604,Sara Nair,42,male,989097,INR,57,Silver,,02-07-2025,Weekly,2557.63,1,0,0,food court,Lucknow,IN,gmail.com,iOS,upi,2002,2,No,0
CUST100605,Krishna Sinha,63.5,MALE,977696,INR,28,Silver,,,Rarely,1213.9,6,4,2,Gaming,PUNE,india,hotmail.com,web,Credit Card,182,5,no,0
CUST100606,Aarav Mishra,14,FEMALE,294322,USD,52,Silver,,,RARELY,942.54,25,19,6,Beauty,Chennai,india,company.com,iOS,Credit Card,1191,5,yes,0
CUST100607,Saanvi Khan,32,MALE,350762,INR,100,GOLD,,,Daily,2226.51,-3,6,2,Beauty,jaipur,India,hotmail.com,Mobile,upi,1811,2,Yes,1
CUST100608,Ayaan Mishra,32,MALE,578387,INR,14,Silver,,,Monthly,3489.49,29,3,25,kids,Pune,India,yahoo.com,Android,Credit Card,469,2,yes,1
CUST100609,Ayaan Verma,20,Female,967777,USD,40,Gold,,,RARELY,1045.86,22,10,13,Grocery,Jaipur,India,company.com,IOS,Wallet,1287,2,Yes,0
CUST100610,Aarav Iyer,47,male,384146,USD,55,PLATINUM,,,Rarely,3117.2,13,9,5,HOME DECOR,Kolkata,IN,rediffmail.com,Mobile,upi,1848,2,No,0
CUST100611,Ayaan Khan,35,female,469005,INR,63,Platinum,,,weekly,5101.5,27,1,25,Grocery,chenai,India,gmail.com,Android,Wallet,1268,3,Yes,0
CUST100612,Amit Das,63.5,male,826598,USD,66,Gold,17-04-2025,,Monthly,462.87,25,9,17,Beauty,lucknow,India,GMAIL.COM,Mobile,CREDIT CARD,408,3,No,0
CUST100613,Reyansh Patel,28,Female,984048,USD,51,Silver,,25-01-2023,Daily,4170.81,8,2,6,FOOD COURT,Kolkata,India,yahoo.com,IOS,Credit Card,1372,4,no,0
CUST100614,Aditya Chopra,39,female,471243,INR,64,Platinum,,,Monthly,883.42,16,4,11,Home Decor,mumbai,India,yahoo.com,web,Cash,1502,1,No,0
CUST100615,Ayaan Das,29,MALE,292155,INR,65,Gold,,,Monthly,4137.17,37,26,7,Grocery,Jaipur,INDIA,gmail.com,iOS,Wallet,1553,5,No,0
CUST100616,Ananya Iyer,46,Female,249699,INR,13,silver,,,monthly,756.77,55,26,10,Kids,Mumbai,India,rediffmail.com,web,upi,1484,3,Yes,0
CUST100617,Vihaan Joshi,16,MALE,840686,USD,64,Gold,,15-09-2023,RARELY,5899.62625,7,6,0,KIDS,Chennai,India,GMAIL.COM,Web,Credit Card,2531,1,Yes,1
CUST100618,Neha Nair,24,Male,446386,INR,63,Silver,,,monthly,902.88,15,5,10,home decor,jaipur,IN,outlook.com,IOS,Cash,0,2,No,0
CUST100619,Myra Khan,33,FEMALE,134537,INR,48,Silver,17-07-2024,,Rarely,2458.17,7,6,0,kids,Mumbai,IN,GMAIL.COM,android,UPI,1460,4,yes,0
CUST100620,Ira Joshi,13,Female,651168,INR,28,basic,,,Rarely,941.83,12,8,5,Sports,chenai,India,gmail.com,android,upi,1238,1,No,0
CUST100621,Rahul Reddy,35,Female,651168,INR,19,Basic,,,Rarely,5899.62625,26,18,8,Sports,bengaluru,India,gmail.com,Desktop,upi,1019,5,No,0
CUST100622,Sara Sinha,37,FEMALE,465511,INR,73,PLATINUM,,,monthly,3182.87,50,26,24,Food Court,CHENNAI,India,GMAIL.COM,web,Credit Card,2171,3,Yes,1
CUST100623,Krishna Khan,31,MALE,529063,INR,48,PLATINUM,,,Rarely,1743.55,22,13,9,Books,CHENNAI,India,rediffmail.com,Mobile,upi,1282,3,No,0
CUST100624,Sara Reddy,13,male,1260206,INR,71,Silver,,09-05-2022,Rarely,2380.93,9,1,7,FOOD COURT,hyderabad,India,gmail.com,iOS,upi,2328,4,yes,0
